"productName","starTechPrice","ryansPrice","priceDifference"
"MSI Katana GF66 12UC Core i5 12th Gen RTX 3050 4GB Graphics 156 FHD Gaming Laptop","112900"
"MSI Katana GF66 12UEOK Core i5 12th Gen RTX 3060 6GB Graphics 156 FHD Gaming Laptop","127000"
"MSI Pulse 15 B13VFK Core i7 13th Gen RTX 4060 8GB Graphics 156 FHD 360Hz Gaming Laptop","179500"
"MSI Stealth 16 Mercedes-AMG A13VF Core i9 13th Gen RTX 4060 8GB Graphics 16” UHD+ OLED Gaming Laptop","349900"
"MSI Summit E16 Flip Evo A13MT Core i7 13th Gen 16GB RAM 16 FHD+ 165Hz Touch Laptop","183900"
"MSI Sword 15 A12UCX Core i5 12th Gen RTX 2050 4GB Graphics 156 FHD Gaming Laptop","134000"
"MSI Sword 17 A12VE Core i7 12th Gen RTX 4050 6GB Graphics 173 FHD Gaming Laptop","228000"
"Thunderobot 911X Core i5 13th Gen RTX 4060 8GB Graphics 156 FHD 165Hz Gaming Laptop","174900"
"Apple MacBook Air 133-Inch Retina Display 8-core Apple M1 chip with 8GB RAM 256GB SSD (MGN63) Space Gray","106000"
"Asus TUF Dash F15 FX517ZM Intel Core i5 12th Gen RTX 3060 6GB Graphics 156 FHD WV Gaming Laptop","186000"
"Asus TUF Dash F15 FX517ZM Intel Core i7 12th Gen RTX 3060 6GB Graphics 156 FHD WV Gaming Laptop","203000"
"ASUS Zenbook Pro 14 Duo OLED UX8402ZA-M3031W Core i7 12th Gen 145 28K Touch Laptop","224990"
"Lenovo Legion 5i Core i7 12th Gen RTX 3060 6GB Graphics 156 FHD 144Hz Gaming Laptop","248000"
"Lenovo Legion 5i Core i7 12th Gen RTX 3070 8GB Graphics 156 25K 165Hz Gaming Laptop","249000"
"Microsoft Surface Go 3 Core i3 10th Gen 105 MultiTouch Laptop (8VC-00001)","TBA"
"Microsoft Surface Laptop 5 Core i7 12th Gen 16GB RAM 512GB SSD 135 QHD Multi-Touch Laptop (RBG-00001)","198000"
"Microsoft Surface Laptop Studio Core i5 11th Gen 16GB RAM 144 Touchscreen 2-in-1 Laptop (THR-00001)","185000"
"Microsoft Surface Laptop Studio Core i7 11th Gen 16GB RAM 512GB SSD 144 Touchscreen 2-in-1 Laptop (A1Y-00001)","228000"
"Microsoft Surface Laptop Studio Core i7 11th Gen 32GB RAM 1TB SSD 144 Touchscreen 2-in-1 Laptop (ABY-00001)","292000"
"Microsoft Surface Pro 9 Core i5 12th Gen 8GB RAM 512GB SSD 13 Multi-Touch Laptop for Business (QHB-00017)","149000"
"Microsoft Surface Pro 9 Core i7 12th Gen 16GB RAM 256GB SSD 13 Multi-Touch Laptop for Business (QIM-00001)","169500"
"MSI GF63 THIN 11UC Core i7 11th Gen RTX 3050 Max-Q 4GB Graphics 156 FHD Gaming Laptop","TBA"
"MSI GF63 THIN 11UC i7 11th Gen 256GB SSD 1TB HDD RTX 3050 Max-Q 4GB Graphics 156 FHD Gaming Laptop","TBA"
"MSI Raider GE66 12UHS Core i9 12th Gen RTX 3080 Ti 16GB Graphics 156 UHD Gaming Laptop","TBA"
"MSI Raider GE68 HX 13VG Core i9 13th Gen RTX 4070 8GB Graphics 16 4K UHD Gaming Laptop","395000"
"MSI Stealth 16 Mercedes-AMG A13VG Core i9 13th Gen RTX 4070 8GB Graphics 16” UHD+ OLED Gaming Laptop","399900"
"MSI Summit E13 Flip Evo A13MT Core i7 13th Gen 134 FHD+ 120Hz Touch Laptop","TBA"
"MSI Titan GT77HX 13VI Core i9 13th Gen 64GB RAM 4TB SSD RTX 4090 16GB Graphics 173 4K UHD 144Hz Gaming Laptop","774900"
"Apple MacBook Air (2022) Apple M2 Chip 136-Inch Liquid Retina Display 8GB RAM 256GB SSD Midnight #MLY33LLA  MLY33ZPA","141000"
"Apple MacBook Air (2022) Apple M2 Chip 136-Inch Liquid Retina Display 8GB RAM 256GB SSD Space Gray #MLXW3LLA  MLXW3ZPA","141000"
"Apple MacBook Pro 133-Inch Retina Display M2 Chip 8GB RAM 256GB SSD Silver (MNEP3)","154000"
"Apple MacBook Pro 133-Inch Retina Display M2 Chip 8GB RAM 256GB SSD Space Gray (MNEH3)","154000"
"ASUS Zenbook Pro 14 Duo OLED UX8402ZE-M3050W Core i7 12th Gen RTX 3050 Ti 4GB Graphics 145 28K Touch Laptop","269990"
"Lenovo Legion 5i Core i7 12th Gen RTX 3070 8GB Graphics 156 25K 165Hz Gaming Laptop","249000"
"Lenovo Legion 5i Pro Core i7 12th Gen RTX 3060 6GB Graphics 16 25K 240Hz Gaming Laptop","255000"
"Lenovo Legion Slim 7i Core i7 12th Gen RTX 3060 6GB Graphics 16 25K 165Hz Gaming Laptop","255000"
"Lenovo Legion Slim 7i Core i7 12th Gen RTX 3070 8GB Graphics 16 25K 165Hz Gaming Laptop","259000"
"Lenovo ThinkPad X1 Carbon Gen 9 Core i7 14 Inch WUXGA IPS Laptop","250000"
"Microsoft Surface Go 2 Pentium Gold 4GB RAM 64GB SSD 105 Touch Laptop","TBA"
"Microsoft Surface Laptop 4 Ryzen 5 4680U 8GB RAM 256GB SSD 135 Touch Laptop (5PB-00018)","TBA"
"Microsoft Surface Pro 8 Core i5 11th Gen 8GB RAM 128GB SSD 13 MultiTouch 2-in-1 Detachable Laptop (8PQ-00001)","TBA"
"Microsoft Surface Pro 8 Core i5 11th Gen 8GB RAM 256GB SSD 13 MultiTouch 2-in-1 Detachable Laptop (8PQ-00028)","TBA"
"Microsoft Surface Pro X SQ2 16GB RAM 256GB SSD 13 Touch Laptop","TBA"
"MSI GF63 THIN 11UC Core i5 11th Gen 256GB SSD 1TB HDD RTX 3050 Max-Q 4GB Graphics 156 FHD Gaming Laptop","TBA"
"MSI Modern 14 C12M Core i3 12th Gen 14 FHD Laptop","TBA"
"MSI Modern 14 C12M Core i5 12th Gen 16GB RAM 14 FHD Laptop","TBA"
"MSI Modern 14 C5M Ryzen 5 5625U 14 FHD Laptop","TBA"
"MSI Modern 15 B11M Core i5 11th Gen 156 FHD Laptop","TBA"
"Apple MacBook Air (2022) Apple M2 Chip 136-Inch Liquid Retina Display 8GB RAM 512GB SSD Midnight #MLY43LLA","171000"
"Apple MacBook Air (2022) Apple M2 Chip 136-Inch Liquid Retina Display 8GB RAM 512GB SSD Space Gray #MLXX3LLA","171000"
"Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 256GB SSD Midnight #MQKW3LLA","169000"
"Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 256GB SSD Space Gray #MQKP3A","169000"
"Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 256GB SSD Starlight #MQKU3LLA","169000"
"Apple MacBook Pro 133-Inch Retina Display M2 Chip 8GB RAM 512GB SSD Silver (MNEQ3)","179500"
"Apple MacBook Pro 133-Inch Retina Display M2 Chip 8GB RAM 512GB SSD Space Gray (MNEJ3)","184000"
"Lenovo IdeaPad Slim 3i Core i7 11th Gen 156 FHD Laptop Abyss Blue","TBA"
"Microsoft Surface Laptop 4 Core i5 11th Gen 16GB RAM 512GB SSD 135 Multi Touch Display Laptop (5AI-00085)","TBA"
"Microsoft Surface Laptop 4 Core i7 11th Gen 16GB RAM 512GB SSD 15 Multi Touch Display Laptop (5IM-00053)","TBA"
"Microsoft Surface Laptop 5 Core i5 12th Gen 16GB RAM 512GB SSD 135 QHD Multi-Touch Laptop (R8N-00001)","TBA"
"Microsoft Surface Pro 8 Core i5 11th Gen 8GB RAM 256GB SSD 13 MultiTouch 2-in-1 Detachable Laptop With Keyboard (IUS-00001)","TBA"
"Microsoft Surface Pro 9 Core i5 12th Gen 13 Multi-Touch Laptop (QEZ-00052)","TBA"
"Microsoft Surface Pro 9 Core i7 12th Gen 16GB RAM 256GB SSD 13 Multi-Touch Laptop (QIL-00018)","TBA"
"MSI GF63 THIN 11UC Core i5 11th Gen RTX 3050 Max-Q 4GB Graphics 156 FHD Gaming Laptop","TBA"
"MSI Modern 14 B11SB Core i5 11th Gen MX450 2GB Graphics 14 FHD Laptop","TBA"
"MSI Modern 14 C12M Core i5 12th Gen 14 FHD Laptop","TBA"
"MSI Modern 14 C12M Core i7 12th Gen 14 FHD Laptop","TBA"
"MSI Modern 15 B12M Core i5 12th Gen 156 FHD Laptop","TBA"
"MSI Modern 15 B12M Core i7 12th Gen 8GB RAM 156 FHD Laptop","TBA"
"Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 512GB SSD Midnight #MQKX3LLA","190000"
"Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 512GB SSD Silver #MQKT3LLA","190000"
"Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 512GB SSD Space Gray #MQKQ3LLA","190000"
"Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 512GB SSD Starlight #MQKV3LLA","190000"
"Apple MacBook Pro 14-inch M2 Pro 16GB RAM 1TB SSD Space Gray (MPHF3)","285000"
"Apple MacBook Pro 14-inch M2 Pro 16GB RAM 512GB SSD Silver (MPHH3LLA)","240000"
"Apple MacBook Pro 14-inch M2 Pro 16GB RAM 512GB SSD Space Gray (MPHE3LLA MPHE3ZPA)","240000"
"Apple MacBook Pro 16-inch M2 Pro 16GB RAM 1TB SSD Space Gray (MNW93)","305000"
"Microsoft Surface Laptop Studio Core i7 11th Gen 32GB RAM 2TB SSD 144 Touchscreen 2-in-1 Laptop (AI2-00001)","TBA"
"Microsoft Surface Pro 9 Core i7 12th Gen 16GB RAM 1B SSD 13 Multi-Touch Laptop (QKI-00001)","TBA"
"Microsoft Surface Pro 9 Core i7 12th Gen 16GB RAM 512GB SSD 13 Multi-Touch Laptop (QIX-00018)","TBA"
"MSI Bravo 15 B5DD Ryzen 5 5600H RX 5500M 4GB Graphics 156 FHD 144Hz Gaming Laptop","TBA"
"MSI Creator M16 A12UC Core i7 12th Gen RTX 3050 4GB Graphics 16 QHD+ Laptop","TBA"
"MSI GF63 THIN 11SC Core i7 11th Gen GTX 1650 4GB Graphics 156 FHD 144hz Gaming Laptop","TBA"
"MSI GF63 THIN 11UC Core i7 11th Gen RTX 3050 Max-Q 4GB Graphics 1TB SSD 156 FHD Gaming Laptop","TBA"
"MSI Katana GF66 11UC Core i5 11th Gen RTX3050 4GB Graphics 156 Gaming Laptop","TBA"
"MSI Katana GF66 12UC Core i7 12th Gen RTX 3050 4GB Graphics 156 FHD Gaming Laptop","TBA"
"MSI Katana GF66 12UD Core i7 12th Gen RTX 3050 Ti 4GB Graphics 156 FHD Gaming Laptop","TBA"
"MSI Prestige 14 A11SB Core i7 11th Gen MX450 2GB Graphics 14 FHD Laptop","TBA"
"MSI Summit E14 A11SCS Core i7 11th Gen GTX 1650 Ti Max-Q 4GB Graphics 14 UHD Laptop","TBA"
"Apple MacBook Pro 14-Inch M1 Max Chip 32GB RAM 1TB SSD (Z15H00107) Space Grey Late 2021","390000"
"Apple MacBook Pro 14-inch M2 Max 32GB RAM 1TB SSD Silver (MPHK3LLA)","TBA"
"Apple MacBook Pro 14-inch M2 Max 64GB RAM 4TB SSD Space Gray (Z17G002TU)","TBA"
"Apple MacBook Pro 14-inch M2 Pro 16GB RAM 1TB SSD Silver (MPHJ3LLA)","TBA"
"Apple MacBook Pro 14-inch M2 Pro 16GB RAM 1TB SSD Space Gray (MPHF3LLA)","TBA"
"Apple MacBook Pro 16-Inch M1 Max Chip 64GB RAM 4TB SSD Space Gray (MK233LLA)","480000"
"Apple MacBook Pro 16-Inch M1 Pro Chip 32GB RAM 1TB SSD Space Gray (Z14W00105)","390000"
"Asus ExpertBook B3 Flip B3402FEA Core i5 14-inch 250 Nits 360° FHD Touch Laptop","91000"
"ASUS Vivobook 15 X1504VA-NJ261W Core i5 13th Gen 156 FHD Laptop","89500"
"HP Pavilion 15-eg2109TU Core i5 12th Gen 156 FHD Laptop","91000"
"HP Pavilion 15-eg2116TU Core i5 12th Gen 156 FHD Laptop","91000"
"HP ProBook 455 G9 Ryzen 5 5625U 156 FHD Laptop","84500 92000"
"MSI Creator Z16 A11UET Core i7 11th Gen RTX 3060 Max-Q 6GB Graphics 16 QHD Gaming Laptop","TBA"
"MSI Delta 15 A5EFK Ryzen 7 5800H RX 6700M 10GB Graphics 156 FHD Gaming Laptop","TBA"
"MSI Katana 15 B13VEK Core i7 13th Gen 16GB RAM RTX 4050 6GB Graphics 156 FHD 144Hz Gaming Laptop","TBA"
"MSI Katana 17 B13VEK Core i7 13th Gen 16GB RAM RTX 4050 6GB Graphics 173 FHD 144Hz Gaming Laptop","TBA"
"MSI Pulse GL66 12UEK Core i7 12th Gen RTX 3060 6GB Graphics 156 FHD Gaming Laptop","TBA"
"MSI Sword 15 A12VF Core i7 12th Gen 16GB RAM RTX 4060 8GB Graphics 156 FHD 144Hz Gaming Laptop","TBA"
"MSI Vector GP66 12UE Core i7 12th Gen RTX 3060 6GB Graphics 156 FHD Gaming Laptop","TBA"
"MSI Vector GP66 12UEO Core i7 12th Gen RTX 3060 6GB Graphics 156 FHD 240Hz Gaming Laptop","TBA"
"Acer Aspire 5 5M-A515-58GM Core i5 13th Gen RTX 2050 4GB Graphics 156 FHD Gaming Laptop","94000"
"Acer Aspire 5 AN515-57G-52HF Core i5 12th Gen RTX 2050 4GB Graphics 156 FHD Gaming Laptop","95500"
"Acer Aspire 7 A715-51G Core i5 12th Gen GTX 1650 4GB Graphics 156 FHD Gaming Laptop","98000"
"Apple MacBook Air (2022) Apple M2 Chip 136-Inch Liquid Retina Display 8GB RAM 256GB SSD Silver #MLXY3LLA  MLXY3ZPA","TBA"
"Apple MacBook Air (2022) Apple M2 Chip 136-Inch Liquid Retina Display 8GB RAM 256GB SSD Starlight #MLY13LLA  MLY13ZPA","TBA"
"Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 256GB SSD Silver","TBA"
"Apple MacBook Air 133-Inch Retina Display 8-core Apple M1 Chip 16GB RAM 256GB SSD Space Gray (Z124000AL)","TBA"
"Apple MacBook Air 133-Inch Retina Display 8-core Apple M1 chip with 8GB RAM 256GB SSD (MGN93) Silver","TBA"
"Apple MacBook Air 133-Inch Retina Display 8-core Apple M1 chip with 8GB RAM 512GB SSD (MGNA3) Silver","TBA"
"Apple MacBook Pro 14-Inch M1 Pro Chip 32GB RAM 512GB SSD (Z15G001WA) Space Gray Late 2021","TBA"
"Apple MacBook Pro 16-Inch M1 Max Chip 64GB RAM 1TB SSD Space Gray (Z14V0016S)","TBA"
"Apple MacBook Pro 16-Inch M1 Pro Chip 16GB RAM 1TB SSD (MK193) Space Gray 2021","TBA"
"Apple MacBook Pro 16-Inch M1 Pro Chip 16GB RAM 512GB SSD MK183ZPA Space Gray 2021","TBA"
"ASUS VivoBook Flip 14 TM420UA-EC046 Ryzen 7 5700U 14 FHD Touch Laptop","97000"
"Asus Vivobook S15 S513EA Core i5 11th Gen 156 OLED FHD Laptop","97000"
"ASUS ZenBook 14 UM425UA Ryzen 5 5500U 14 FHD Laptop","93500"
"MSI Raider GE66 Deluxe Edition 12UHS Core i9 12th Gen RTX 3080 Ti 16GB Graphics 156 UHD Gaming Laptop","TBA"
"MSI Summit E16Flip A12UCT Core i7 12th Gen RTX 3050 4GB Graphics 16 QHD+ 165Hz Touch Laptop","TBA"
"MSI Vector GP77 13VF Core i7 13th Gen 16GB RAM 2TB SSD RTX 4060 8GB Graphics 173 2K QHD 240Hz Gaming Laptop","TBA"
"MSI Vector GP77 13VG Core i7 13th Gen 16GB RAM 2TB SSD RTX 4070 8GB Graphics 173 2K QHD 240Hz Gaming Laptop","TBA"
"Acer Aspire 7 A715-76G Core i5 12th Gen RTX 3050 4GB Graphics IPS 144Hz 156 Gaming Laptop","110000"
"Acer Nitro 5 AN515-45-R4TJ Ryzen 7 256GB SSD RTX 3050Ti 4GB Graphics 156 FHD 144Hz Gaming Laptop","116900"
"Apple MacBook Pro 16-Inch M1 Max Chip 32GB RAM 2TB SSD Space Gray (Z14V0016X)","TBA"
"Apple MacBook Pro 16-Inch M1 Max Chip 64GB RAM 1TB SSD Space Gray Late 2021 (Z14X000CQ)","TBA"
"ASUS VivoBook 14 X1402ZA Core i7 12th Gen 14 FHD Laptop","98000"
"Asus VivoBook 15 K513EQ Core i5 11th Gen 156 OLED FHD Laptop","102000"
"Asus VivoBook 15 S513EQ Core i5 11th Gen 8GB RAM 156 OLED FHD Laptop","101000"
"Asus VivoBook 15 S513EQ Core i7 11th Gen MX350 2GB Graphics 156 FHD OLED Laptop","118000"
"ASUS Vivobook 15 X1504VA-NJ263W Core i7 13th Gen 156 FHD Laptop","114000"
"Asus VivoBook 15 X513EP Core i7 11th Gen MX330 2GB Graphics 156 FHD Laptop With Windows 11","112000"
"ASUS VivoBook 15X K3504VA-L1272W Core i5 13th Gen 156 OLED Laptop","105000"
"Asus VivoBook 15X OLED X1503ZA Core i7 12th Gen 156 FHD Laptop","116000"
"Asus VivoBook 15X X1503ZA OLED Core i5 12th Gen 156 FHD Laptop","98000"
"ASUS VivoBook 15X X1503ZA-L1277W Core i5 12th Gen 156 FHD OLED Laptop","98990"
"ASUS Vivobook 16X OLED M1603QA Ryzen 5 5600H 16 4K Laptop","108000"
"ASUS VivoBook Pro 15 K3500PA Core i7 11th Gen 156 FHD Laptop","113500"
"ASUS ZenBook 14X UX5401EA Core i5 11th Gen 14 28K OLED Touch Laptop","119000"
"HP 15s-du4026TU Core i7 12th Gen 156 FHD Laptop","108500"
"HP Pavilion 15-eg2117TU Core i7 12th Gen 156 FHD Laptop","112000"
"Samsung Galaxy Book2 Business Core i5 12th Gen 14 FHD Laptop","98000"
"ASUS TUF Gaming F15 FX506HE Core i5 11th Gen RTX 3050 Ti 4GB Graphics 156 FHD Gaming Laptop","133500"
"Asus VivoBook 15 S513EQ Core i7 11th Gen MX350 2GB Graphics 156 FHD Laptop","119000"
"ASUS Vivobook Pro 15 M3500QC Ryzen 5 5600H RTX 3050 4GB Graphics 156 FHD Laptop","132000"
"ASUS Vivobook Pro 15 M3500QC Ryzen 7 5800H RTX 3050 4GB Graphics 156 FHD Laptop","139500"
"ASUS Vivobook Pro 15 OLED M3500QC Ryzen 7 5800H RTX 3050 4GB Graphics 156 FHD Laptop with Windows 11","144500"
"ASUS Vivobook S 16 Flip OLED TN3604YA Ryzen 7 7730U 16 32K Touch Laptop","142900"
"Asus ZenBook 14 Flip OLED UP5401EA Core i5 11th Gen 14 28K OLED Touch Laptop","135000"
"Asus ZenBook 14 OLED UM3402YA Ryzen 5 5625U 14 WQHD Laptop","129500"
"Asus ZenBook 14 OLED UM3402YA Ryzen 7 5825U 14 WQHD Laptop","139500"
"Asus ZenBook 14 OLED UX3402ZA Core i5 14 3K Laptop","132000"
"Asus ZenBook 14 UM3402YA Ryzen 7 5825U 14 WQXGA Laptop","129000"
"ASUS ZenBook Duo 14 UX482EAR i7 11th Gen 14 FHD Touch Laptop with Pen","136500"
"GIGABYTE G5 KF Core i5 12th Gen RTX 4060 8GB Graphics 156'' FHD 144Hz Gaming Laptop","138000"
"GIGABYTE G5 MF Core i5 12th Gen RTX 4050 6GB Graphics 156'' FHD 144Hz Gaming Laptop","130000"
"HP Victus 15-fb0119AX Ryzen 7 5800H RTX 3050 Ti 4GB Graphics 156 FHD 144Hz Gaming Laptop","128500"
"Lenovo IdeaPad Gaming 3 15ARH7 Ryzen 5 7535HS RTX 4050 6GB Graphics 156 FHD Laptop","139000"
"Lenovo IdeaPad Gaming 3 15ARH7 Ryzen 7 7735HS RTX 3050 6GB Graphics 156 FHD Laptop","139000"
"Lenovo IdeaPad Gaming 3i Core i7 11th Gen GTX 1650 4GB Graphics 156 FHD Laptop With 3 Years Warranty","135000"
"Lenovo IdeaPad Slim 5i Pro Core i5 11th Gen MX450 2GB Graphics 16 Laptop With 3 Years Warranty","121000"
"Thunderobot 911X Core i5 13th Gen RTX 4050 6GB Graphics 156 FHD 165Hz Gaming Laptop","144900"
"ASUS TUF Gaming A15 FA507RE Ryzen 7 6800H RTX 3050 Ti 4GB Graphics 156 FHD Gaming Laptop","153900 180000"
"Asus TUF Gaming A15 FA507XU Ryzen 9 7940HS RTX 4050 6GB Graphics 156 FHD Gaming Laptop","169900"
"Asus TUF Gaming A15 FA507XV Ryzen 9 7940HS RTX 4060 8GB Graphics 156 FHD Gaming Laptop","179900"
"ASUS TUF Gaming A16 Advantage Edition Ryzen 7 7735HS RX 7600S 8GB Graphics 16 QHD Laptop","169900"
"ASUS TUF Gaming F15 FX507VU4 Core i7 13th Gen RTX 4050 6GB Graphics 156 FHD 144Hz Gaming Laptop","174000"
"ASUS VivoBook 16X K3605ZF-MX041W Core i5 12th Gen 16 OLED Laptop","150000"
"ASUS VivoBook 16X K3605ZF-MX148W Core i7 12th Gen 16 OLED Laptop","167000"
"ASUS Vivobook Pro 15 M3500QC Ryzen 9 5900HX RTX 3050 4GB Graphics 156 FHD Laptop","154000"
"Asus Vivobook Pro 16X OLED M7600QE Ryzen 7 5800H RTX 3050Ti 4GB Graphics 16 4K Gaming Laptop","174000"
"ASUS Zenbook 14 Flip OLED UP3404VA-KN109WS Core i5 13th Gen 14 OLED 28K Touch Laptop","159000"
"Asus ZenBook 14X OLED UX5401EA Core i7 11th Gen 14 28K OLED Touch Laptop","157000"
"ASUS ZenBook Duo 14 UX482EA Core i7 11th Gen 14 FHD Touch Laptop","174000"
"ASUS Zenbook S 13 Flip OLED UP5302ZA Core i7 12th Gen 133 3K Touch Laptop","176000"
"GIGABYTE AORUS 15 9MF Core i5 12th Gen RTX 4050 6GB Graphics 156 FHD 360Hz Gaming Laptop","160000"
"GIGABYTE G5 KE Core i5 12th Gen RTX 3060 6GB Graphics 156 FHD 144Hz Gaming Laptop","146000"
"HP ENVY 15-ep1890TX Core i7 11th Gen RTX 3050 Ti 4GB Graphics 156 FHD Touch Gaming Laptop","185000"
"Lenovo IdeaPad Gaming 3 15ARH7 Ryzen 7 7735HS RTX 4050 6GB Graphics 156 FHD Laptop","159000"
"Lenovo LOQ 15APH8 Ryzen 7 7840HS RTX 3050 6GB Graphics 156 FHD 144Hz Gaming Laptop","150000"
"Lenovo LOQ 15APH8 Ryzen 7 7840HS RTX 4050 6GB Graphics 156 FHD 144Hz Gaming Laptop","170000"
"Lenovo ThinkPad P14s Gen 2 Core i5 11th Gen 14 FHD Business Laptop","141000 155500"
"Acer Predator Helios 16 PH16-71-70L4 Core i7 13th Gen RTX 4060 8GB GDDR6 16 240Hz Gaming Laptop","219900"
"Acer Predator Helios 16 PH16-71-74MN Core i7 13th Gen RTX 4070 8GB GDDR6 16 240HZ Gaming Laptop","274900"
"Acer Predator Helios 16 PHN16-71 Core i7 13th Gen RTX 4070 8GB GDDR6 16 240HZ Gaming Laptop","274900"
"ASUS ProArt Studiobook 16 OLED H5600QM Ryzen 7 5800H RTX 3060 6GB Graphics 16 OLED Laptop","275000"
"ASUS ROG STRIX G15 G513IM Ryzen 7 4800H 16GB RAM RTX 3060 6GB 156 WQHD Gaming Laptop","181900 187000"
"ASUS ROG Strix G15 G513RM Ryzen 7 6800H RTX 3060 6GB Graphics 156 FHD Gaming Laptop","212000 218000"
"ASUS ROG Strix G15 G713RM Ryzen 7 6800H RTX 3060 6GB Graphics 173 FHD WV Gaming Laptop","222000"
"Asus ROG Strix G16 G614JI Core i7 13th Gen RTX 4070 8GB Graphics 16 FHD+ Gaming Laptop","245000"
"Asus ROG Strix G16 G614JU Core i7 13th Gen RTX 4050 6GB Graphics 16 FHD+ Gaming Laptop","199900"
"Asus ROG Strix G16 G614JV Core i7 13th Gen RTX 4060 8GB Graphics 16 QHD+ Gaming Laptop","235000"
"Asus ROG Zephyrus G14 GA402RJ Ryzen 9 6900HS RX 6700S 8GB Graphics 14 WQXGA Gaming Laptop","235000 260000"
"Asus ROG Zephyrus G15 GA503RM Ryzen 7 6800HS 16GB RAM RTX 3060 156 WQHD Gaming Laptop","221900 265000"
